2015-06-16 11:56:12,starting application,
2015-06-16 13:48:23,starting application,
2015-06-16 13:50:48,starting application,
2015-06-16 13:50:53,no pictures to be found,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:53,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:54,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:55,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:56,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
2015-06-16 13:50:57,showing all pictures,
